drug,pt,a,b,c,d,n_drug_reports,n_pt_reports,ror,ror_lower,ror_upper,signal_ror_gt2
dasatinib,hypersensitivity,11,572,24900,1128534,583,24911,0.910393444511777,0.5077520556417446,1.6323247037621194,False
dasatinib,anaphylaxis,0,583,9696,1143738,583,9696,0.10107433264531399,0.006313803355123584,1.618045438714114,False
dasatinib,urticaria,6,577,35611,1117823,583,35617,0.3533005687337855,0.1630664181727213,0.7654628909270857,False
dasatinib,angioedema,1,582,4672,1148762,583,4673,0.6331057667798758,0.1274835631115446,3.144114442261278,False
dasatinib,pruritus,15,568,50361,1103073,583,50376,0.5971824325779845,0.3605252565980596,0.9891868912178687,False
dasatinib,rash,38,545,68961,1084473,583,68999,1.1098856066111038,0.8003762611254032,1.539083702995399,False
dasatinib,eczema,1,582,3160,1150274,583,3161,0.9372188759723872,0.18869728864117102,4.654964720501527,False
dasatinib,allergic_rhinitis,0,583,2766,1150668,583,2766,0.35640902578607964,0.02225979473434255,5.706584233043429,False
dasatinib,asthma,6,577,15493,1137941,583,15499,0.8266692204537107,0.38151589957784177,1.7912281003274764,False
dasatinib,bronchospasm,0,583,1993,1151441,583,1993,0.49494253925944837,0.030909009239381634,7.925460025954927,False
dasatinib,wheezing,0,583,9011,1144423,583,9011,0.10882253139269203,0.006797772642165036,1.7420917059299803,False
